,budget,gross,runtime,score,votes,Year_Released
6397,35589876,1877924,104,6.5,36000,2013
6398,15000000,57824674,112,6.4,85000,2013
6399,105000000,347545360,105,5.3,39000,2013
6400,28000000,134409025,105,6.6,130000,2013
6401,900000,17385830,85,7.5,78000,2013
6402,35589876,919591,100,6.2,28000,2014
6403,15000000,151826547,92,6.5,90000,2013
6404,12000000,100129872,98,7.6,96000,2013
6405,250000,270185,99,3.8,11000,2013
6406,12000000,42128352,128,6,95000,2013
6407,35589876,125687,90,6.4,68000,2013
6408,16000000,5952884,120,6.6,31000,2014
6409,35589876,29128433,97,5.7,36000,2013
6410,35589876,3025189,106,7.4,44000,2014
6411,13000000,48065672,93,5.8,73000,2013
6412,35589876,506303,108,7.5,5300,2013
6413,35589876,2966268,118,5.8,11000,2013
6414,30000000,62675095,88,5.6,61000,2013
6415,2500000,60159584,86,5,45000,2013
6416,35589876,24706166,137,8,41000,2013
6417,35589876,1662515,93,6.5,48000,2014
6418,35589876,30991781,160,7.2,40000,2013
6419,8000000,925762,101,6.5,29000,2013
6420,50000,587174,96,6.7,32000,2013
6421,10000000,1412181,93,6.4,15000,2013
6422,35589876,97195,90,6.3,12000,2013
6423,35589876,652228,107,6.1,8000,2014
6424,35000000,17056265,106,5.7,36000,2013
6425,11000000,12673462,130,7.7,46000,2013
6426,35589876,500207,98,6.4,14000,2013
6427,35589876,805574,96,6,37000,2013
6428,35589876,123854,86,5.6,20000,2014
6429,35589876,758754,122,6.5,18000,2014
6430,28000000,9058564,128,6.2,40000,2013
6431,35589876,11156836,82,7.4,55000,2013
6432,35589876,8366493,94,5.8,14000,2014
6433,35589876,5853509,112,7.2,29000,2014
6434,10000000,7804337,89,6.6,48000,2014
6435,35589876,3114953,93,6.7,31000,2013
6436,35589876,1031243,96,6.4,21000,2013
6437,25000000,5464885,105,6.1,36000,2013
6438,6500000,2891812,116,6.8,49000,2013
6439,1000000,11621777,104,7.8,52000,2013
6440,35589876,31673928,135,7.6,21000,2013
6441,35589876,443990,103,6.4,28000,2013
6442,18000000,11806432,90,4.4,23000,2013
6443,170000000,773350147,121,8,1100000,2014
6444,165000000,701729206,169,8.6,1600000,2014
6445,20000000,86081711,101,7.4,565000,2014
6446,178000000,370541256,113,7.9,620000,2014
6447,61000000,369330363,149,8.1,893000,2014
6448,170000000,714421503,136,7.7,764000,2014
6449,25000000,172945750,99,8.1,734000,2014
6450,3300000,49396747,106,8.5,749000,2014
6451,81000000,414351546,129,7.7,607000,2015
6452,15000000,36869414,108,7.7,493000,2015
6453,85000000,288885818,139,6.6,435000,2014
6454,8500000,47398992,117,7.8,486000,2014
6455,250000000,962182865,144,7.4,487000,2014
6456,55000000,192330738,132,7.2,344000,2014
6457,34000000,348319861,113,6.8,431000,2014
6458,40000000,458863600,89,6.4,460000,2014
6459,11000000,48428048,114,7.3,202000,2014
6460,1600000,7253160,86,7.7,164000,2015
6461,14000000,233555708,114,8,707000,2014
6462,68000000,211822697,134,7.6,442000,2014
6463,200000000,746045700,132,7.9,673000,2014
6464,5100000,4942449,97,7.5,262000,2015
6465,9000000,111928365,103,6.4,143000,2014
6466,18000000,103215094,119,7.7,594000,2014
6467,1000000,21947454,100,6.8,217000,2015
6468,40000000,127994610,117,6.5,124000,2014
6469,100000000,244819862,98,6,149000,2014
6470,50000000,84419388,141,7.4,183000,2014
6471,65000000,136853506,118,5.3,35000,2014
6472,160000000,524976069,123,6.4,394000,2014
6473,25000000,66980456,97,6.5,114000,2014
6474,110000000,337580051,102,6.2,286000,2014
6475,58800000,547426372,133,7.3,451000,2015
6476,35589876,25574387,102,7.2,127000,2014
6477,165000000,657869686,102,7.8,423000,2014
6478,200000000,708982323,142,6.6,427000,2014
6479,180000000,758411779,97,7,353000,2014
6480,50000000,212902372,125,5.9,135000,2014
6481,65000000,161459297,137,7.2,155000,2014
6482,60000000,468060692,100,7.7,331000,2014
6483,125000000,755356711,123,6.6,424000,2014
6484,3000000,1882074,102,5.3,48000,2014
6485,127000000,363204635,98,6.2,111000,2014
6486,12000000,307166834,126,7.7,352000,2014
6487,5000000,41898409,93,6.2,83000,2014
6488,6500000,257579282,99,5.4,147000,2014
6489,4000000,48137666,165,7.9,341000,2014
6490,15000000,123726688,123,7.7,417000,2014
6491,80000000,214657577,126,6.1,173000,2014
6492,44000000,11782625,112,6.5,313000,2014
6493,12600000,18658381,106,7.1,146000,2014
6494,210000000,1104054072,165,5.6,302000,2014
6495,20000000,14710975,148,6.7,97000,2015
6496,18000000,270665134,97,6.3,294000,2014
6497,2000000,10312540,94,6.8,203000,2014
6498,40000000,126069509,94,5.1,109000,2014
6499,40000000,196710396,109,6,133000,2014
6500,3300000,30642704,122,8.1,184000,2014
6501,15000000,52501541,115,7.1,123000,2014
6502,24000000,19206513,134,7,137000,2015
6503,5000000,2700051,100,6.7,95000,2014
6504,125000000,485004754,101,5.8,203000,2014
6505,100000000,242688965,117,6.1,219000,2014
6506,50000000,331333876,112,7,354000,2014
6507,170000000,710644566,130,7.6,419000,2014
6508,65000000,39407616,102,6.5,155000,2014
6509,28000000,71416730,90,5.7,41000,2014
6510,30000000,15642346,104,5.5,53000,2014
6511,70000000,156706638,118,6.1,127000,2014
6512,1000000,24343,87,5.7,25000,2014
6513,40000000,169837010,109,5.6,131000,2014
6514,35589876,462875,95,6.8,54000,2015
6515,145000000,621537519,102,7.8,313000,2014
6516,125000000,359200044,138,5.7,246000,2014
6517,28000000,58834384,114,6.5,115000,2014
6518,66000000,203277636,132,6.4,165000,2014
6519,103000000,498781117,101,6.3,83000,2014
6520,95000000,114178613,102,5.5,74000,2015
6521,140000000,268175631,150,6,162000,2014
6522,40000000,87189756,116,6.1,181000,2014
6523,35000000,22126842,109,5.7,61000,2014
6524,55000000,282377683,95,7.2,103000,2015
6525,50000000,222809600,106,6.9,254000,2014
6526,26000000,38609668,118,6.7,68000,2014
6527,42000000,107645357,108,6.3,162000,2014
6528,19800000,41296320,103,6.6,75000,2014
6529,50000000,161502194,89,5.8,66000,2014
6530,132000000,373515621,92,6.7,83000,2014
6531,60000000,135503748,105,6.2,126000,2014
6532,35589876,13156856,139,8.1,53000,2014
6533,35589876,5874883,129,7.3,27000,2015
6534,35589876,485544,88,5.7,24000,2015
6535,50000000,99783556,95,7.3,66000,2014
6536,35589876,2193474,99,6.7,47000,2015
6537,15000000,39661919,108,6.3,65000,2014
6538,70000000,217124280,92,6.3,184000,2014
6539,1000000,62882090,83,5.5,71000,2015
6540,1000000,481234,106,7.4,119000,2014
6541,100000000,103039258,119,6.2,220000,2014
6542,20000000,34718173,104,6.3,42000,2014
6543,35589876,10970,95,6.4,18000,2015
6544,22000000,17669776,92,6.4,75000,2014
6545,20000000,3396345,110,7.4,28000,2014
6546,30000000,87937815,118,6.2,73000,2014
6547,4500000,6566916,150,8,117000,2014
6548,48000000,326479141,108,6,183000,2015
6549,100000000,117831631,105,5.5,108000,2014
6550,35589876,101807,90,5.9,22000,2015
6551,25000000,154468902,99,6.2,106000,2014
6552,8000000,45640143,94,6.1,99000,2014
6553,16000000,3819421,122,6.6,32000,2014
6554,35589876,4070789,114,6.4,36000,2015
6555,16000000,1705908,119,6.7,31000,2014
6556,17000000,138224951,104,6.4,129000,2014
6557,20000000,12007070,125,7,68000,2015
6558,35589876,100370104,153,8.1,169000,2014
6559,35589876,10084623,112,6.5,22000,2015
6560,14000000,11020402,108,6.3,53000,2015
6561,15000000,36233517,122,6.8,74000,2014
6562,1500000,4381603,100,5.7,23000,2016
6563,4000000,2595622,97,6.1,64000,2014
6564,22000000,89514453,122,7.3,79000,2014
6565,7000000,14618727,116,6.9,16000,2014
6566,15000000,4510934,111,6.2,39000,2015
6567,11000000,78274843,107,6.7,118000,2014
6568,35589876,6034851,93,6.1,25000,2015
6569,35589876,3062178,99,7.2,53000,2014
6570,5000000,44779195,101,7.5,129000,2015
6571,28000000,53260230,117,6.2,90000,2014
6572,35589876,49970,109,6.7,26000,2015
6573,10000000,28641776,121,7.4,37000,2015
6574,10000000,29253166,106,7,88000,2014
6575,5000000,17534314,106,5.1,10000,2014
6576,22500000,38176317,111,7,73000,2014
6577,20000000,66787908,128,7.5,88000,2015
6578,6000000,3485383,107,6.8,51000,2014
6579,25000000,38483455,124,7,44000,2014
6580,100000,596933,91,7.1,37000,2014
6581,40000000,67647013,134,6.8,33000,2014
6582,35589876,8122990,95,6,52000,2014
6583,25000000,29824199,110,6.8,56000,2014
6584,18000000,25419147,94,5.8,13000,2014
6585,4000000,25358716,86,4.7,20000,2014
6586,25000000,39280992,111,6.1,68000,2014
6587,7000000,2433850,102,6.4,36000,2015
6588,65000000,76801179,92,5.1,79000,2014
6589,50000000,80383113,107,6.4,33000,2014
6590,35589876,492332,86,6.4,67000,2014
6591,35589876,660241,108,6.4,27000,2014
6592,19000000,5578519,115,7,42000,2015
6593,16000000,27405896,110,3.1,38000,2014
6594,28000000,100654149,81,6.2,42000,2014
6595,13000000,54837234,102,7.2,98000,2014
6596,70000000,61279452,99,4.2,53000,2014
6597,35589876,5218973,112,6.9,45000,2014
6598,45000000,86165646,112,6,33000,2014
6599,35589876,1363964,92,6.7,37000,2015
6600,2000000,64676349,113,4.7,41000,2014
6601,60000000,30800231,118,6.2,53000,2014
6602,35589876,34949567,103,7.7,35000,2015
6603,145000000,275698039,92,6.8,65000,2014
6604,20000000,100375432,97,4.9,49000,2014
6605,35589876,7455398,110,5.4,32000,2015
6606,12000000,7257942,96,6.4,32000,2014
6607,12000000,2510007,103,6.4,46000,2014
6608,35589876,4094339,120,7.3,51000,2014
6609,35589876,9016922,95,7.3,46000,2014
6610,2000000,615500,95,5.7,17000,2015
6611,16800000,51029361,97,6.5,66000,2014
6612,35589876,4190884,93,8.1,54000,2015
6613,35589876,6337728,114,7,46000,2014
6614,200000,17835162,98,5.1,20000,2014
6615,35589876,54985,77,4.8,17000,2015
6616,6000000,15071,90,6.6,24000,2014
6617,13200000,54323210,84,5.6,20000,2014
6618,35589876,4439481,140,7.6,51000,2015
6619,30000000,5092129,109,5.4,28000,2015
6620,1000000,185147,104,6.5,12000,2015
6621,35589876,721143,104,6,4900,2014
6622,6000000,5670776,106,6.7,37000,2014
6623,35589876,1897363,95,7,76000,2014
6624,30000000,33448971,139,6.9,23000,2014
6625,14000000,31972096,106,6.9,40000,2015
6626,5000000,103687316,89,4.5,50000,2014
6627,12000000,101982712,99,5.8,26000,2014
6628,10000000,18117839,97,6.3,48000,2015
6629,35589876,4018705,196,8.1,48000,2014
6630,35589876,469701,91,6.4,27000,2014
6631,35589876,4633961,108,6.1,25000,2014
6632,35589876,16887741,102,7.4,57000,2014
6633,24000000,70181428,106,5.8,20000,2014
6634,35589876,84417,97,6.8,7100,2015
6635,35589876,73922,95,6,6500,2015
6636,50000000,146965787,83,6,17000,2014
6637,12000000,26117471,102,6.4,26000,2014
6638,8000000,1828232,112,7.1,32000,2015
6639,9000000,21833967,121,6.6,12000,2015
6640,35589876,4728401,124,6.7,28000,2014
6641,35589876,1012804,103,5.7,2800,2016
6642,5000000,2379154,99,6.4,43000,2014
6643,150000000,375658750,120,8.1,912000,2015
6644,250000000,1402809540,141,7.3,777000,2015
6645,55000000,74679822,119,6.5,136000,2015
6646,190000000,1515341399,137,7.1,370000,2015
6647,44000000,156480177,168,7.8,539000,2015
6648,130000000,519311965,117,7.3,595000,2015
6649,40000000,569651467,125,4.1,304000,2015
6650,30000000,84872444,121,7.6,386000,2015
6651,4000000,40423945,92,6.9,218000,2016
6652,28000000,133440870,130,7.8,381000,2015
6653,150000000,1670516444,124,7,593000,2015
6654,135000000,532950503,156,8,729000,2016
6655,108000000,630162448,144,8,783000,2015
6656,13000000,35401758,118,8.1,386000,2016
6657,175000000,858848019,95,8.1,641000,2015
6658,20000000,98690254,129,8.1,435000,2015
6659,28000000,27262374,96,6.1,87000,2015
6660,75000000,107045109,116,7.3,286000,2015
6661,155000000,440603537,126,6.3,264000,2015
6662,95000000,542358331,105,6.9,165000,2015
6663,245000000,2069521700,138,7.8,876000,2015
6664,35589876,15509546,119,7.2,230000,2015
6665,245000000,880681519,148,6.8,393000,2015
6666,35589876,4289074,119,5.6,40000,2016
6667,30000000,42972994,132,6.9,164000,2015
6668,49000000,102811889,120,6.8,235000,2015
6669,2500000,5567103,99,4.9,87000,2015
6670,100000000,93920758,122,6.9,128000,2015
6671,3500000,615816,100,6.1,11000,2016
6672,35000000,194564672,121,7.1,231000,2015
6673,160000000,658344137,137,6.6,297000,2015
6674,55000000,203427584,121,7.1,205000,2015
6675,70000000,19652057,133,5.4,56000,2015
6676,65000000,235666219,120,7,234000,2015
6677,120000000,167882881,100,4.2,156000,2015
6678,150000000,682716636,131,7.4,350000,2015
6679,5000000,98450062,94,6.2,119000,2015
6680,31000000,107228221,99,6.1,103000,2015
6681,35000000,173567581,133,7.6,254000,2015
6682,25000000,65663276,112,7.2,160000,2015
6683,53000000,99775678,123,6.9,171000,2015
6684,50100000,158762963,105,6.6,226000,2015
6685,135000000,386041607,94,6.6,95000,2015
6686,176000000,183887723,127,5.3,182000,2015
6687,13000000,1767963,123,5.8,6700,2016
6688,74000000,1159444662,91,6.4,218000,2015
6689,29000000,287144079,115,6.4,146000,2015
6690,110000000,473990832,114,6.1,219000,2015
6691,35000000,140795793,125,6.2,132000,2015
6692,190000000,209035668,130,6.4,175000,2015
6693,40000000,165478348,142,7.6,295000,2015
6694,15000000,64191523,119,7.1,170000,2016
6695,110000000,297002527,119,6.2,223000,2015
6696,28000000,201634991,147,7.8,185000,2015
6697,11800000,40272135,118,7.2,120000,2016
6698,16200000,54418872,103,6.8,81000,2015
6699,4000000,52425855,91,4.7,40000,2015
6700,30000000,91970827,124,7.4,223000,2015
6701,35589876,25003426,119,7.1,56000,2015
6702,61000000,312296056,131,6.3,230000,2015
6703,35589876,34930177,108,6.4,620,2015
6704,90000000,146936910,106,6,98000,2015
6705,5000000,3769214,95,7,112000,2016
6706,20000000,36606743,101,6.6,110000,2015
6707,200000000,332207671,93,6.7,106000,2015
6708,35589876,30229977,119,7.1,47000,2015
6709,35589876,354835,100,6.6,100000,2016
6710,5000000,58980521,108,7,145000,2015
6711,105000000,133718711,114,5.3,60000,2015
6712,40000000,111711453,100,6,127000,2015
6713,35000000,82347656,96,5.7,87000,2015
6714,30000000,49263404,104,6.6,77000,2015
6715,30000000,34441873,122,7.2,160000,2015
6716,15000000,16137046,93,6.3,47000,2015
6717,2000000,16810562,96,6.7,90000,2016
6718,60000000,101134059,124,6.6,131000,2015
6719,25000000,29674699,95,5.8,52000,2016
6720,11000000,62402155,117,7.5,135000,2015
6721,35589876,23459358,124,7.3,74000,2015
6722,26000000,31807156,117,6.5,93000,2015
6723,68000000,215863606,115,6.3,191000,2015
6724,150000000,128388320,111,5.7,62000,2015
6725,88000000,244874809,105,5.5,135000,2015
6726,10000000,4366460,101,7,93000,2016
6727,15000000,16322067,113,6.6,54000,2015
6728,50000000,242786137,96,6.2,112000,2015
6729,50000000,71561644,114,6.6,105000,2015
6730,8000000,607595,95,6.4,52000,2016
6731,14800000,117813057,115,5.6,53000,2015
6732,8500000,43709744,101,6.5,87000,2015
6733,15000000,11430025,124,7.5,78000,2015
6734,80000000,474800000,89,6.7,113000,2015
6735,35589876,1026288,118,5.7,26000,2016
6736,35589876,663114,122,6.9,40000,2015
6737,34000000,62944815,123,7.1,79000,2015
6738,65000000,34227298,110,6,54000,2015
6739,10000000,112983889,97,6.1,97000,2015
6740,58000000,158261424,103,6.3,83000,2015
6741,37000000,26250020,105,5.4,64000,2015
6742,18026148,24548038,159,8,107000,2015
6743,35589876,7545758,125,6.4,28000,2016
6744,23000000,79799880,101,6.6,72000,2015
6745,30000000,105011053,118,6,64000,2015
6746,19500000,34854990,111,6.3,46000,2015
6747,11000000,27391084,95,6.6,60000,2015
6748,30000000,6738764,92,5.6,53000,2015
6749,12000000,85512300,109,6.2,98000,2015
6750,6000000,41387687,104,6.7,27000,2016
6751,74000000,325186032,92,6,51000,2015
6752,50000000,12951093,137,6.5,68000,2015
6753,35589876,12975143,105,6.7,35000,2015
6754,35589876,30692889,116,7.7,50000,2016
6755,6000000,90777,137,7.7,76000,2015
6756,8000000,9074749,105,7.7,126000,2015
6757,35589876,3224947,101,6.5,42000,2015
6758,35000000,48623572,123,7.1,89000,2015
6759,2000000,1775133,102,6.9,30000,2015
6760,35589876,5274664,97,7.6,37000,2015
6761,35000000,61181942,123,7.3,123000,2015
6762,100000,828874,88,7.1,28000,2015
6763,8000000,37461274,104,6.4,26000,2015
6764,10000000,53329150,97,5.3,50000,2015
6765,35589876,3778938,105,6.7,4500,2015
6766,8000000,5659286,90,7.3,68000,2016
6767,35589876,38348,93,5.9,20000,2017
6768,6000000,422746,108,6.4,22000,2015
6769,9400000,78500541,163,8.2,75000,2015
6770,35589876,30810658,98,5,13000,2015
6771,11000000,61619773,109,7.3,56000,2015
6772,23000000,46152800,106,7.4,88000,2016
6773,13000000,35259653,102,7.3,81000,2016
6774,10000000,85978292,122,6.6,32000,2015
6775,35589876,282083,105,6.2,6800,2016
6776,35000000,95437994,93,4.9,56000,2015
6777,3200000,5425148,103,6.3,12000,2016
6778,2000000,11122090,96,6.2,37000,2015
6779,35589876,92166,101,5.8,20000,2016
6780,600000,7205073,79,6.7,15000,2015
6781,35589876,11350917,158,7.3,32000,2015
6782,10000000,3334927,122,5.3,19000,2015
6783,60000000,47275717,107,5.5,69000,2015
6784,35589876,7452512,92,6.7,7100,2015
6785,35589876,1663165,95,5.6,43000,2015
6786,12000000,33213241,106,6.4,77000,2015
6787,35589876,17671101,106,5.7,38000,2015
6788,35589876,5261595,99,6.3,65000,2015
6789,10000000,12252684,108,7.2,53000,2016
6790,35589876,72629670,96,5.2,40000,2015
6791,7500000,381839,98,6,29000,2015
6792,16000000,2084628,101,6.1,29000,2016
6793,7000000,17986781,103,7.2,82000,2015
6794,35589876,3169553,100,7.8,38000,2015
6795,35000000,51380201,87,5.2,49000,2015
6796,15000000,61548707,98,6.2,66000,2015
6797,35589876,121126188,163,8,79000,2015
6798,35589876,108846,92,6.3,7200,2015
6799,40000000,24177137,115,5.8,40000,2015
6800,25000000,52395996,101,6.4,68000,2015
6801,5000000,4842699,121,4.8,3500,2015
6802,35589876,5497104,134,6.4,27000,2016
6803,36000000,157029618,105,7.1,51000,2015
6804,17000000,45710059,129,7.4,36000,2015
6805,35589876,13603453,99,5.8,10000,2015
6806,99000000,246233113,88,7.1,43000,2015
6807,15000000,3394174,106,5.5,11000,2015
6808,25000000,906995,110,6.1,15000,2016
6809,90000000,234798636,92,5,18000,2015
6810,3300000,38356892,83,5.2,42000,2015
6811,17000000,42426912,107,5.8,22000,2015
6812,26000000,27972023,127,6.9,37000,2015
6813,81200000,97571250,108,7.7,58000,2016
6814,11000000,1160724,109,6.6,12000,2015
6815,100000,42964410,81,4.3,20000,2015
6816,35589876,121827,87,6.1,9700,2016
6817,35589876,35275,89,5.9,17000,2016
6818,35589876,4765472,104,6.7,11000,2015
6819,35589876,87768,120,6.5,7300,2015
6820,2000000,1295574,84,6.9,44000,2015
6821,35589876,3072991,106,7.3,29000,2015
6822,800000,143658,88,6.3,31000,2015
6823,35589876,1505434,96,6.6,4900,2017
6824,5000000,2333684,118,4.2,7500,2015
6825,35589876,98932,122,6.8,4400,2015
6826,2000000,2801508,97,5.4,6500,2015
6827,28000000,8527658,107,6.1,21000,2015
6828,35000000,14431253,91,5.4,33000,2015
6829,14000000,13081651,93,5.1,38000,2015
6830,35589876,67069,93,6.7,27000,2015
6831,35589876,1110522,79,6.1,16000,2015
6832,1000000,14659448,90,6.6,19000,2016
6833,18000000,41325328,101,5.9,23000,2015
6834,10000000,10835752,106,7,30000,2015
6835,35589876,6659121,107,7.5,46000,2015
6836,11000000,29355203,104,6.9,62000,2015
